Unnamed: 0,Country,Producer,System Designation ,SizeClass,Remarks ,OperationalRole,Airframe,TailConfig,WingForm,WingConfig,BodyConfig,EngineType,LaunchMethod,Mission,MaxSpeed_kmh,CruiseSpeed_kmh,Endurance_h,Range_km,ActualRange_km,MTOW_kg,PayloadEnduranceProduct_kgh,Payload_kg,AnchorPayload_kg,Ceiling_km,EngPower_hp,Wingspan_m,Length_m,Height_m,sources,Unnamed: 30,EnduranceFlag,PayloadFraction,PowerLoading_hp_per_kg,MissionTags,IsConfigVariant,PayloadEnduranceProduct_kgh_derived,HasAnchorPayload,SizeClassStd,DerivedRange_km,RangeKind,BestRange_km,StallSpeed_kmh,Airfoil,AspectRatio_NTNU,Chord_est_m_NTNU,PropDiameter_m,NTNU_ref
1175.0,USA,Lockheed Martin,X -56A,Mini,Jet (2 × JetCat P400 turbojets),RA,FW,,,,FW,Turbojet,CTOL,R&D,222.0,,,,,217.7,,,,,,8.4,2.3,,,,normal,,,RD,False,,False,Tactical,,none,,,,,,,
1119.0,USA,General Atomics Aeronautical Systems,Ikhana (Civil Predator B ),MALE,Turboprop (Honeywell TPE331-10T,RA,FW,,,,WT,Turboprop,CTOL,R&D,317.0,,24.0,6482.0,6482.0,4763.0,21600.0,900.0,,,950.0,20.1,11.0,,,,normal,0.188956539995801,0.1994541255511232,RD,False,21600.0,False,HALE,,actual,6482.0,,,,,,
60.0,Belarus,National Academy of Sciences,E-50,Mini,,M,FW,C,T,H,WT,E,Catapult,Target,200.0,,0.5,40.0,,,,,,,,1.25,1.26,,,,normal,,,Target,False,,False,,,derived_max_or_range,65.0,,,,,,
955.0,UK,QinetiQ,Banshee Whirlwind,CR,40 bhp rotary engine,M,FW,,,,,P,Catapult,Target,200.0,,1.5,100.0,,,,,,,40.0,2.49,2.95,0.78,,,normal,,,Target,False,,False,,,derived_max_or_range,195.0,,,,,,
958.0,UK,QinetiQ,Snipe,,,M,FW,,,,,P,Catapult,Target,139.0,,,,,,,,,,,2.2,1.76,,,,normal,,,Target,False,,False,,,none,,,,,,,
254.0,Finland,Avartek,AT-04,Mini,"Petrol ,Catapult -Lnchd,  payload incl fuel 7kg Engine: 62cc",M,FW,C,T,H,WT,P,Catapult,Target,244.0,,1.5,50.0,,8.9,,,,,4.8,2.0,1.67,,,,normal,,0.5393258426966292,Target,False,,False,Mini,,derived_max_datalink_likely,237.9,,,,,,
625.0,Poland,MSP,Mini mosquito,Mini,target mini,M,FW,dual-tail,d,L,WT,P,Catapult,Target,180.0,,0.5,,,5.0,,,,,,1.1,1.3,,datasheet,,normal,,,Target,False,,False,Mini,,derived_max_estimated,58.5,,,,,,
653.0,Romania,Autonomous Flight Technologies,Quarrus3,CR,Prototype ,DV,FW,dual-tail,d,M,WT,P,Catapult,Target,340.0,185.0,2.0,50.0,,35.0,,,,,,1.8,,,datasheet,,normal,,,Target,False,,False,Small,370.0,derived_cruise_datalink_likely,370.0,,,,,,
424.0,Ireland,A -techSYN,CNG -V ,Mini," ,100cc,Cat -Lnchd ",M,FW,C,T,L,WT,P,Catapult,Target,250.0,130.0,,35.0,,23.0,,4.0,,5.5,,2.0,1.8,,company website,,normal,0.1739130434782609,,Target,False,,False,Small,,range_only_low_conf,35.0,,,,,,
651.0,Romania,Autonomous Flight Technologies,Quarrus1,CR,,DP,FW,dual-tail,d,M,WT,P,CTOL,Target,290.0,160.0,1.3,50.0,,30.0,,,,,,2.9,,,datasheet,,normal,,,Target,False,,False,Small,208.0,derived_cruise_datalink_likely,208.0,,,,,,
652.0,Romania,Autonomous Flight Technologies,Quarrus2,CR,,DP,FW,dual-tail,d,M,WT,P,CTOL,Target,230.0,150.0,4.0,50.0,,150.0,,,,,,5.3,,,datasheet,,normal,,,Target,False,,False,Tactical,600.0,derived_cruise_datalink_likely,600.0,,,,,,
7.0,Argentina,AeroDreams UAV,ADS-201,MR,jet ,M,FW,C,T,L,WT,Turbojet,Catapult,Target,650.0,,,150.0,,,,,,,,1.5,2.5,0.4,,,normal,,,Target,False,,False,,,range_only_low_conf,150.0,,,,,,
361.0,India,ADE Bangalore (DRDO ),LAKSHYA,SR,gas turbine engin,M,FW,C,swept,L,WT,Turbojet,RATO,Target,,450.0,0.75,100.0,,700.0,,,,,,,,,,,normal,,,Target,False,,False,MALE,337.5,derived_cruise_datalink_likely,337.5,,,,,,
771.0,South Africa,Denel Dynamics,Skua  ,MR,,M,FW,dual-tail,swept,H,WT,Turbojet,RATO,Target,1060.0,860.0,1.0,200.0,,700.0,160.0,160.0,,11.0,,3.57,6.0,,datasheet,,normal,0.2285714285714286,,Target,False,160.0,False,MALE,860.0,derived_cruise_datalink_likely,860.0,,,,,,
346.0,Greece,Altus LSA,SCRAB III,SR,,M,FW,V,swept,L,WT,Turbojet,Catapult,Target,720.0,,1.0,100.0,,140.0,13.0,13.0,,,,2.0,3.13,,data sheet,,normal,0.0928571428571428,,Target,False,13.0,False,Small,,derived_max_datalink_likely,468.0,,,,,,
42.0,Austria,Air Affairs,Phoenix Jet,Mini,Jet,M,FW,tail-less,d,M,WT,Turbojet,Catapult,Target,555.0,420.0,,100.0,,55.0,,,,,,2.2,2.4,0.74,,,normal,,,Target,False,,False,Small,,range_only_low_conf,100.0,,,,,,
72.0,Canada,Cassidian,DO-DT45,Mini,jet ,M,FW,T,swept,M,WT,Turbojet,Catapult,Target,833.0,,0.83,110.0,,90.0,,,,,,1.8,2.3,0.47,,,normal,,,Target,False,,False,Small,,derived_max_datalink_likely,449.4035,,,,,,
73.0,Canada,Cassidian,DO-DT55,Mini,jet ,M,FW,inv-winglets,d,H,WT,Turbojet,AirLaunched,Target,840.0,,0.08,110.0,,22.0,,,,,,0.5,1.65,0.56,,,normal,,,Target,False,,False,Small,,range_supports_ferry,110.0,,,,,,
591.0,Pakistan,Integrated Dynamics,TORNADO ,CR,"Luncher, decoy",M,FW,C,swept,H,WT,Turbojet,Catapult,Target,364.0,,0.3,200.0,,25.0,0.8999999999999999,3.0,,,,2.36,2.15,0.89,datasheet,,normal,0.12,,Target,False,0.8999999999999999,False,Small,,range_supports_ferry,200.0,,,,,,
40.0,Austria,Cyber ​​Technology,CyberWraith,Mini,Jet engine .014KN thrust,DP,FW,dual-tail,swept,M,WT,Turbojet,Catapult,Target,200.0,150.0,,75.0,,35.0,,,,,,2.5,2.5,0.4,,,normal,,,Target,False,,False,Small,,range_only_low_conf,75.0,,,,,,
590.0,Pakistan,Integrated Dynamics,NISHAN  TJ-1000 ,CR,target,M,FW,winglets,d,canard,WT,Turbojet,Catapult,Target,350.0,,0.5,35.0,,60.0,4.0,8.0,,,,2.87,3.06,0.89,datasheet,,normal,0.1333333333333333,,Target,False,4.0,False,Small,,derived_max_or_range,113.75,,,,,,
654.0,Romania,Autonomous Flight Technologies,Quarrus4,CR,Prototype ,DV,FW,dual-tail,d,M,WT,Turbojet,Catapult,Target,450.0,200.0,0.8,50.0,,35.0,,,,,,1.8,,,datasheet,,normal,,,Target,False,,False,Small,160.0,derived_cruise_datalink_likely,160.0,,,,,,
508.0,Italy,Leonardo,Mirach 40,SR,target drone,M,FW,tail-less,swept,H,WT,Turbojet,Catapult,Target,720.0,,1.0,100.0,,70.0,20.0,20.0,,10.0,,1.58,2.52,0.5,company data,,normal,0.2857142857142857,,Target,False,20.0,False,Small,,derived_max_datalink_likely,468.0,,,,,,NTNU:Leonardo Company Mirach 40
624.0,Poland,MSP,TWIN JET,CR,"Twin Jet, Target, catabult lunch",M,FW,T,T,M,WT,Turbojet,Catapult,Target,540.0,,1.0,,,85.0,,,,,,2.855,3.555,,datasheet,,normal,,,Target,False,,False,Small,,derived_max_estimated,351.0,,,,,,
509.0,Italy,Leonardo,Mirach 100/5,SR,target drone,M,FW,tail-less,swept,H,WT,Turbojet,RATO,Target,900.0,,1.5,100.0,,330.0,105.0,70.0,,12.0,,2.3,4.07,0.9,company data,,normal,0.2121212121212121,,Target,False,105.0,False,Tactical,,derived_max_datalink_likely,877.5,,,,,,
794.0,South Korea,Korean Aerospace Industries,K-UCAV,UCAV,,,FW,V,swept,L,WT,,CTOL,UCAV,1172.0,888.0,5.0,280.0,,4055.0,,,,12.0,,9.1,8.4,3.0,reference book,,normal,,,UCAV,False,,False,HALE,4440.0,derived_cruise_datalink_likely,4440.0,,,,,,
989.0,Ukraine,UA Dynamics,Punisher,Mini,"el, Cat -Lnchd ,Para -Recov .",M,FW,,,,,E,Catapult,UCAV,198.0,150.0,3.0,45.0,,7.5,7.5,2.5,,,,2.92,1.47,,,,normal,0.3333333333333333,,UCAV,False,7.5,False,Mini,450.0,derived_cruise_datalink_likely,450.0,,,,,,
749.0,Serbia,SDPR JP,SENKA ,Mini,12 x 40 mm light grenadesor 2 x 60 mm glide kits for distance attacks,M,FW,T,T,H,WT,E,Catapult,UCAV,90.0,,3.0,50.0,,35.0,34.5,11.5,,1.5,,4.0,,,datasheet,,normal,0.3285714285714286,,UCAV,False,34.5,False,Small,,derived_max_datalink_likely,175.5,,,,,,
306.0,France,Fly -R (Aero Composites Innovations),R-600,MR,"Hybrid , tendum wing, twin engines, max fuel 150kg",M,FW,tail-less,swept,Joined-wing,WT,H,CTOL,UCAV,500.0,260.0,25.0,,,1600.0,11250.0,600.0,450.0,,,6.1,5.9,1.7,,,normal,0.375,,UCAV,False,15000.0,True,MALE,6500.0,derived_cruise,6500.0,,,,,,
1285.0,Yemen,Military Industries Division of the Armed Forces of Yemen,Sammad-4 ,MRE,"Petrol ,OFF ",M,FW,,,,WT,P,Skid,UCAV,,,,1200.0,,,,50.0,,,,,,,,,normal,,,UCAV,False,,False,,,range_only_low_conf,1200.0,,,,,,
892.0,Turkey,Turkish Aerospace Industries (TAI ),Aksungur ,MALE,SATCOM PD-170 Dual Turbo Diesel,M,FW,,,,,P,CTOL,UCAV,330.0,250.0,12.0,250.0,,3300.0,9000.0,750.0,,,340.0,24.2,12.5,3.1,,,normal,0.2272727272727273,0.103030303030303,UCAV,True,9000.0,False,HALE,3000.0,derived_cruise_datalink_likely,3000.0,,,,,,
889.0,Turkey,Turkish Aerospace Industries (TAI ),Anka -S ,MALE,"SATCOM  Piston (Thielert Centurion 2.0S, 155 hp)",M,FW,,,,,P,CTOL,UCAV,217.0,,24.0,1000.0,,1600.0,4800.0,200.0,,,155.0,17.3,8.6,3.25,,,normal,0.125,0.096875,UCAV,False,4800.0,False,MALE,,derived_max_datalink_likely,3385.2,,,,,,NTNU:TAI Anka 
1114.0,USA,General Atomics Aeronautical Systems,Grey Eagle ,MALE,Thielert Centurion 1.7 Heavy-Fuel Engine,M,FW,,,,WT,P,CTOL,UCAV,309.0,249.84000000000003,25.0,400.0,,1633.0,9000.0,360.0,,8.9,165.0,17.0,8.53,2.1,,,normal,0.2204531537048377,0.101041028781384,UCAV,False,9000.0,False,MALE,,derived_max_datalink_likely,5021.25,,,,,,NTNU:General Atomics Grey Eagle
387.0,Indonesia,PTTA MALE Consortium :BPPT PT Dirgantara Indonesia PT LEN -Bandung Institute of Technology (ITB )-MOD,Elang Hitam (Black Eagle),MALE,"Can be armed, rotax 915is",M,FW,V,R,L,WT,P,CTOL,UCAV,235.0,,30.0,250.0,,1300.0,9000.0,300.0,,,140.0,16.0,8.6,2.6,website,,normal,0.2307692307692308,0.1076923076923077,UCAV,False,9000.0,False,MALE,,derived_max_datalink_likely,4582.5,,,,,,
1116.0,USA,General Atomics Aeronautical Systems,Gray Eagle 25M,MALE,Heavy-Fuel Engine (HFE) 2.0 – 200 hp,M,FW,,,,WT,P,CTOL,UCAV,309.0,,40.0,1000.0,,1996.0,43520.0,1088.0,,,200.0,17.0,9.0,,,,normal,0.5450901803607214,0.1002004008016032,UCAV,False,43520.0,False,MALE,,derived_max_datalink_likely,8034.0,,,,,,
120.0,China (PR ),Beijing University of Aeronautics &Astronautics (BUAA ),"TYW -1 ""Tian Ying "" (Sky Hawk ), based on BZK-005",MALE,"Can be armed ,Weapons",M,FW,boom,T,L,Tboom,P,CTOL,UCAV,200.0,,40.0,2400.0,,1500.0,12000.0,300.0,,,,18.0,9.85,2.5,,,normal,0.2,,UCAV,False,12000.0,False,MALE,,derived_max_or_range,5200.0,,,,,,
1115.0,USA,General Atomics Aeronautical Systems,Gray Eagle Extended Range (GE -ER ),MALE,HFE-180HP heavy-fuel engine,M,FW,,,,WT,P,CTOL,UCAV,309.0,,40.0,1000.0,,1905.0,16320.0,408.0,,,180.0,17.0,9.0,,,,normal,0.2141732283464567,0.0944881889763779,UCAV,False,16320.0,False,MALE,,derived_max_datalink_likely,8034.0,,,,,,
442.0,Israel,Elbit Systems,Hermes 900,MALE,Rotax 914 turbo ,M,FW,V,T,L,WT,P,CTOL,UCAV,220.0,111.24,36.0,300.0,,1100.0,10800.0,300.0,,6.0,115.0,15.3,8.3,,,,normal,0.2727272727272727,0.1045454545454545,UCAV,False,10800.0,False,MALE,,derived_max_datalink_likely,5148.0,92.5,,16.0,0.937,,NTNU:Elbit Hermes 900
419.0,Iran,"MSA institute, IRIAF",Kaman 22,MALE,,M,FW,Y,T,M,WT,P,CTOL,UCAV,,,24.0,200.0,,1700.0,7200.0,300.0,,,,17.0,6.5,2.5,puplished data,,normal,0.1764705882352941,,UCAV,False,7200.0,False,MALE,,range_only_low_conf,200.0,,,,,,
507.0,Italy,Leonardo,Falco Xplorer,MALE,"SATCOM , BLOS, rotax 914",M,FW,V,T,H,WT,P,CTOL,UCAV,,165.0,24.0,,,1260.0,8400.0,350.0,,6.0,115.0,18.8,9.0,3.8,company ppt,,normal,0.2777777777777778,0.0912698412698412,UCAV,False,8400.0,False,MALE,3960.0,derived_cruise,3960.0,,,,,,
285.0,France,Safran Electronics & Defense,Patroller ,MRE,"Armed version endurance 16 h payload 250, rotax 914 f2, 912isT with 135hp",DP,FW,T,T,H,WT,P,CTOL,UCAV,240.0,170.0,20.0,200.0,,1000.0,2000.0,250.0,100.0,,115.0,18.0,8.5,3.0,,,normal,0.25,0.115,UCAV,False,5000.0,True,MALE,3400.0,derived_cruise_datalink_likely,3400.0,,,,,,
93.0,China (PR ),AVIC -Chengdu Aircraft Design &Research Institute (CADI ),Wing Loong IE,MALE,"armed SATCOM , C145HT Engine",M,FW,V,T,L,WT,P,CTOL,UCAV,280.0,160.0,45.0,200.0,,1700.0,20250.0,450.0,,,145.0,18.1,8.75,3.23,,,normal,0.2647058823529412,0.0852941176470588,UCAV,False,20250.0,False,MALE,7200.0,derived_cruise_datalink_likely,7200.0,,,,,,
396.0,Iran,Ghods Aviation Industries (Qods ),Mohajer -10,MALE,,M,FW,V,T,M,WT,P,CTOL,UCAV,210.0,,24.0,2000.0,,1000.0,7200.0,300.0,,,,14.0,9.0,4.2,puplished data,,normal,0.3,,UCAV,False,7200.0,False,MALE,,derived_max_or_range,3276.0,,,,,,
126.0,China (PR ),CASC -CAAA (see above ),CH -4 ,MALE,Rotax 914,M,FW,V,T,L,WT,P,CTOL,UCAV,260.0,180.0,23.0,250.0,,1400.0,1610.0,270.0,70.0,,115.0,18.0,8.5,3.4,,,normal,0.1928571428571429,0.0821428571428571,UCAV,False,6210.0,True,MALE,4140.0,derived_cruise_datalink_likely,4140.0,,,,,,
732.0,Saudi Arabia,King Abdulaziz City for Science &Technology,Saqr 1,MALE,Can be armed rotax 914,M,FW,dual-tail,T,M,WT,P,CTOL,UCAV,,,24.0,2500.0,,1400.0,6000.0,250.0,,,115.0,,,,,,normal,0.1785714285714286,0.0821428571428571,UCAV,False,6000.0,False,MALE,,range_only_low_conf,2500.0,,,,,,
897.0,Turkey,Vestel Defence Industries,Karayel -SU ,MRE,"97hp ,Extended wing ,Armed ",M,FW,,,,,P,CTOL,UCAV,148.0,,14.0,150.0,,630.0,2380.0,170.0,,,97.0,13.0,6.5,2.11,,,normal,0.2698412698412698,0.153968253968254,UCAV,False,2380.0,False,MALE,,derived_max_datalink_likely,1346.8,,,,,,
681.0,Russian Fed .,Mikran,Carnivora ,CR,OFF +anti -RPAS ,M,FW,T,T,H,WT,P,Catapult,UCAV,145.0,,10.0,,,40.0,150.0,15.0,,,,5.0,,,,,normal,0.375,,UCAV,False,150.0,False,Small,,derived_max_estimated,942.5,,,,,,
410.0,Iran,Shahed Aviation Industries Research Center,Shahed 181,MALE,Landing By skate,M,FW,tail-less,swept,,FW,P,Catapult,UCAV,220.0,,13.0,,,480.0,1300.0,100.0,,,110.0,7.3,2.7,0.7,puplished data,,normal,0.2083333333333333,0.2291666666666667,UCAV,False,1300.0,False,Tactical,,derived_max_estimated,1859.0,,,,,,
1248.0,USA,Textron Systems,NightWarden ,MALE,"Dual -Payload variant, SATCOM variant, Water-cooled rotary engine.	",M,FW,,,,Tboom,P,CTOL,UCAV,167.0,130.0,15.0,1100.0,,340.0,900.0,60.0,,,,7.0,3.9,,,,normal,0.1764705882352941,,UCAV,False,900.0,False,Tactical,1950.0,derived_cruise_agrees,1525.0,,,,,,
399.0,Iran,Iran Aircraft Manufacturing Industries (HESA ),Ababil- III,MR,Can be armed ,M,FW,boom,T,H,Tboom,P,CTOL,UCAV,200.0,,8.0,250.0,,280.0,,,,,,6.5,4.5,,puplished data,,normal,,,UCAV,False,,False,Tactical,,derived_max_datalink_likely,1040.0,,,,,,
57.0,Belarus,National Academy of Sciences,Burevestnik MK,MR,,M,FW,boom,T,L,Tboom,P,CTOL,UCAV,,125.0,4.0,120.0,,450.0,320.0,80.0,,,,9.2,,,,,normal,0.1777777777777778,,UCAV,False,320.0,False,Tactical,500.0,derived_cruise_datalink_likely,500.0,,,,,,
24.0,Australia,Boeing Australia,Loyal Wingman ,UCAV,,M,FW,V,swept,H,FW,Turbofan,CTOL,UCAV,1050.0,,,3700.0,3700.0,,,500.0,,,,7.3,11.7,,,,normal,,,UCAV,False,,False,,,actual,3700.0,,,,,,
1085.0,USA,Boeing Company,X -45B,UCAV,"Phantom Ray project,  F404-GE-102D turbofan engine, 50.03 kN, did not developed",M,FW,,,,BW,Turbofan,CTOL,UCAV,850.0,,2.0,,,8618.0,1814.0,907.0,,,,14.93,11.89,,,,normal,0.1052448363889534,,UCAV,False,1814.0,False,HALE,,derived_max_estimated,1105.0,,,,,,
1216.0,USA,Northrop Grumman,X -47B UCAS -D,UCAV,"Ordnance :2041 Kg , 71.2 kN (16,000 lbf)	",M,FW,,,,FW,Turbofan,CTOL,UCAV,1100.0,,,3900.0,3900.0,20215.0,,2041.0,2041.0,,,18.92,11.63,3.1,,,normal,0.1009646302250804,,UCAV,False,,True,HALE,,actual,3900.0,,,,,,
882.0,Turkey,Baykar,Bayraktar KIZILELMA  ,UCAV,"armed, eng  Ivchenko-Progress AI-25TLT and AI-322F",M,FW,,,,,Turbofan,CTOL,UCAV,1100.0,740.0,3.0,926.0,,8500.0,4500.0,1500.0,,,,10.0,14.5,3.5,,,normal,0.1764705882352941,,UCAV,False,4500.0,False,HALE,2220.0,derived_cruise_datalink_likely,2220.0,,,,,,
1123.0,USA,General Atomics Aeronautical Systems,Predator C Avenger ,MALE,Turbofan (Pratt & Whitney PW545B)	 ,M,FW,,,,WT,Turbofan,CTOL,UCAV,740.0,648.0,18.0,,,8255.0,53064.0,2948.0,,,,20.1,13.4,,,,normal,0.3571168988491823,,UCAV,False,53064.0,False,HALE,11664.0,derived_cruise,11664.0,,,,,,
1215.0,USA,Northrop Grumman,X -47B Pegasus ,UCAV,"71.2 kN (16,000 lbf)	",DV,FW,,,,FW,Turbofan,CTOL,UCAV,1100.0,,,3900.0,3900.0,20215.0,,2000.0,,,,18.92,11.63,3.1,,,normal,0.098936433341578,,UCAV,False,,False,HALE,,actual,3900.0,,,,,,
931.0,UK,BAE Systems,Taranis ,UCAV,Turbofan (Rolls-Royce Adour 951),M,FW,,,,,Turbofan,CTOL,UCAV,1000.0,850.0,5.0,2000.0,,8000.0,,,,,,9.94,11.35,4.98,,,normal,,,UCAV,False,,False,HALE,4250.0,derived_cruise_datalink_likely,4250.0,,,,,,
1087.0,USA,Boeing Company,X -46,UCAV,,M,FW,,,,BW,Turbofan,CTOL,UCAV,,,12.0,,,7530.0,21768.0,1814.0,,,,13.4,10.4,2.1,,,normal,0.2409030544488712,,UCAV,False,21768.0,False,HALE,,none,,,,,,,
1089.0,USA,Boeing Company,MQ-28 Ghost Bat,UCAV,,M,FW,,,,BW,Turbofan,CTOL,UCAV,1055.0,,,3700.0,,3000.0,,500.0,,,,7.3,11.7,1.5,,,normal,0.1666666666666667,,UCAV,False,,False,HALE,,range_only_low_conf,3700.0,,,,,,
1084.0,USA,Boeing Company,X -45A,UCAV,"Phantom Ray project, Honeywell F124-GA-100 turbofan engine,  28 kN",M,FW,,,,BW,Turbofan,CTOL,UCAV,919.0,750.0,4.0,2405.0,2405.0,5529.0,2720.0,680.0,,,,10.3,8.08,2.14,,,normal,0.1229878820763248,,UCAV,False,2720.0,False,HALE,3000.0,actual,2405.0,,,,,,
709.0,Russian Fed .,Yakovlev,Proryv -U ,UCAV,concept,DV,FW,tail-less,swept,,FW,Turbofan,CTOL,UCAV,800.0,,2.0,,,10000.0,6000.0,3000.0,,,,,,,,,normal,0.3,,UCAV,False,6000.0,False,HALE,,derived_max_estimated,1040.0,,,,,,
96.0,China (PR ),AVIC -Hongdu Aviation Industry Group (ex Nanchang Aircraft Manufacturing Corporation ),GJ -11 Sharp Sword ,UCAV,"Descends from AVIC 601-S program, stealth flying wing,  avia data for wingspan",M,FW,tail-less,swept,,FW,Turbofan,CTOL,UCAV,1000.0,,,4000.0,4000.0,202.15,,138.65,,,,14.4,12.2,2.7,***,,normal,0.6858768241404898,,UCAV,False,,False,Tactical,,actual,4000.0,,,,,,
1127.0,USA,General Atomics Aeronautical Systems,XQ-67A,MALE,Jet-powered ,M,FW,,,,BW,Turbojet,CTOL,UCAV,1050.0,,,,,,,,,,,,,,,,normal,,,UCAV,False,,False,,,none,,,,,,,
85.0,China (PR ),Aviation Industry Corporation of China (AVIC ),Cloud Shadow ,MALE,"Alt 12.5km, turbojet, WP-11C or ZF850 turbojet, 9.8 kN thrust",M,FW,V,swept,L,WT,Turbojet,CTOL,UCAV,520.0,,5.0,280.0,,3200.0,2000.0,400.0,,12.5,,20.0,9.0,3.66,,,normal,0.125,,UCAV,False,2000.0,False,HALE,,derived_max_datalink_likely,1690.0,,,,,,
693.0,Russian Fed .,Sukhoi,S -70 (Okhotnik -B),UCAV,(Hunter -B ) stealth flying wing,M,FW,tail-less,swept,,FW,Turbojet,CTOL,UCAV,1000.0,,7.0,6000.0,6000.0,20000.0,14000.0,2000.0,,,,20.0,,,,,normal,0.1,,UCAV,False,14000.0,False,HALE,,actual,6000.0,,,,,,
145.0,China (PR ),CASIC (China Aerospace Science and Industry Corporation ),WJ-500,UCAV,"turbojet, rocket lunch, para recov",M,FW,C,swept,L,WT,Turbojet,RATO,UCAV,850.0,650.0,1.0,,,230.0,30.0,30.0,,,,1.3,4.15,,,,normal,0.1304347826086956,,UCAV,False,30.0,False,Tactical,650.0,derived_cruise,650.0,,,,,,
411.0,Iran,Shahed Aviation Industries Research Center,Shahed 191,MALE,"  Toloue-10 jet, or Turbojet 894, , Landing By skate",M,FW,tail-less,swept,,FW,Turbojet,Catapult,UCAV,,,4.5,450.0,,500.0,450.0,100.0,,,,7.3,2.7,0.7,puplished data,,normal,0.2,,UCAV,False,450.0,False,Tactical,,range_only_low_conf,450.0,,,,,,
1121.0,USA,General Atomics Aeronautical Systems,Predator B /MQ -9A Reaper  STOL  ,MALE,Turboprop (Honeywell TPE331-10),M,FW,,,,WT,Turboprop,CTOL,UCAV,480.0,,30.0,1852.0,,,75540.0,2518.0,,,950.0,24.0,11.7,,,,normal,,,UCAV,False,75540.0,False,,,derived_max_datalink_likely,9360.0,,,,,,
965.0,Ukraine,Antonov (UkrOboronProm ),Aarok,HALE,"local prod lic from french Turgis & Gaillard. In late 2023, Turboprop (Pratt & Whitney Canada PT6, 1,200 hp)",M,FW,,,,,Turboprop,CTOL,UCAV,463.0,440.0,24.0,1000.0,,5500.0,36000.0,1500.0,,,1200.0,22.0,14.0,,,,normal,0.2727272727272727,0.2181818181818182,UCAV,False,36000.0,False,HALE,10560.0,derived_cruise_datalink_likely,10560.0,,,,,,
129.0,China (PR ),CASC -CAAA (see above ),CH-5W ,MALE,"Turboprop 5 blade, Alite prposal | v0.8.22: Ceiling_km nulled (was 10,000 — implausible, likely unit/value error).",M,FW,V,T,L,WT,Turboprop,CTOL,UCAV,420.0,280.0,30.0,250.0,,5000.0,2100.0,780.0,70.0,,1100.0,24.8,11.89,4.48,,,normal,0.156,0.22,UCAV,False,23400.0,True,HALE,8400.0,derived_cruise_datalink_likely,8400.0,,,,,,
412.0,Iran,Shahed Aviation Industries Research Center,Shahed-149 Gaza,MALE,"empty weight 1740 kg, turboprop engine",M,FW,Y,T,M,WT,Turboprop,CTOL,UCAV,350.0,215.0,25.0,,,3740.0,12500.0,500.0,,,750.0,21.0,10.0,4.0,puplished data,,normal,0.1336898395721925,0.2005347593582888,UCAV,False,12500.0,False,HALE,5375.0,derived_cruise,5375.0,,,,,,
1117.0,USA,General Atomics Aeronautical Systems,Gray Eagle STOL,MALE,"Turboprop (Rolls-Royce M250, 450 SHP)",M,FW,,,,WT,Turboprop,CTOL,UCAV,260.0,,25.0,4630.0,4630.0,3175.0,38550.0,1542.0,,,450.0,16.0,9.0,,,,normal,0.4856692913385827,0.1417322834645669,UCAV,False,38550.0,False,HALE,,actual,4630.0,,,,,,
460.0,Israel,IAI- Malat Division,Heron TP ,MALE,"(Eitan /Heron II ), 1200 hp PT6 Turbo Prop",M,FW,boom,T,H,Tboom,Turboprop,CTOL,UCAV,407.0,,30.0,6000.0,,4650.0,30000.0,1000.0,,13.7,1200.0,26.0,14.0,,,,normal,0.2150537634408602,0.2580645161290323,UCAV,False,30000.0,False,HALE,,derived_max_or_range,7936.5,,,,,,
295.0,France,Airbus,Eurodrone,MALE,"2 turboprop, endurance 30h at max payload 2300",M,FW,T,T,L,WT,Turboprop,CTOL,UCAV,490.0,,45.0,,,11000.0,103500.0,2300.0,2300.0,,,26.0,16.0,6.0,,,normal,0.2090909090909091,,UCAV,False,103500.0,True,HALE,,derived_max_estimated,14332.5,,,,,,
1126.0,USA,General Atomics Aeronautical Systems,"Mojave STOL, upper wing config",MALE,Turboprop (Rolls-Royce M250),M,FW,,,,WT,Turboprop,CTOL,UCAV,260.0,,27.0,4600.0,,3175.0,44091.0,1633.0,,,450.0,16.0,9.0,,,,normal,0.5143307086614173,0.1417322834645669,UCAV,False,44091.0,False,HALE,,range_supports_ferry,4600.0,,,,,,
704.0,Russian Fed .,United Instrument -Making Corporation,Chirok (Teal ),MR,Amphibious ,M,FW,inv-V,T,H,Tboom,,,cargo,,,,2500.0,,700.0,,300.0,,,,10.0,,,,,normal,0.4285714285714285,,cargo,False,,False,MALE,,range_only_low_conf,2500.0,,,,,,
1277.0,USA,Zipline,"Zipline 2, P2 Zip + Droid",SR,"EL, Tethered delivery from more than 300 feet AGL",CC,FW/RW,,,,WT,E,VTOL,cargo,,112.5,,38.6,,,,3.5,,,,,,,,,normal,,,cargo,False,,False,,,range_only_low_conf,38.6,,,,,,
1107.0,USA,Elroy Air,Chaparral ,MR,"EL -Petrol ,VTOL ,cargo , 8 motors for vtol",DP,FW/RW,,,,WT,E,VTOL,cargo,,230.0,8.0,483.0,,952.0,1800.0,225.0,,,214.0,8.01,5.88,2.19,,,normal,0.236344537815126,0.2247899159663866,cargo,False,1800.0,False,MALE,1840.0,derived_cruise_datalink_likely,1840.0,,,,,,
